PTV 12nc nr     GIT vare nr
4008 103 66210	316-251205
4008 103 66220	333-214216
4008 103 66230	316-251213
4008 103 66240	306-66240
4008 103 66280	337-01506
4008 103 66410	312-020
4008 103 66430	311-0043
4008 103 66440	311-AMP10
4008 103 66550	315-HST28
4008 103 66580	312-XLM-3
4008 103 66600	331-215595
4008 103 66670	603-441
4008 103 66740	313-504603
4008 103 66750	337-00909
4008 103 66820	312-008
4008 103 66830	337-02504
4008 103 66880	316-0161
4008 103 66890	316-0141
4008 103 66900	631-060
4008 103 80010	319-80010
4008 104 00000	160-YJ0574
4008 104 00010	160-PTV00010
4008 104 00020	165-RW43
4008 104 20000	612-RCT0805
4008 104 20010	612-RCS1206
4008 104 60090	349-MTA106D-PC
4008 104 71450	343-71450
4008 104 90410	341-RBP12105
4008 104 90420	341-RBP12107
4008 104 90430	341-MA02L2
4008 104 95030	351-RH-12V
4008 104 95060	351-RK1-5V
4008 104 95670	651-P1
4008 105 00140	379-PTV00140
4008 105 00160	379-PTV00160
4008 105 00200	379-PTV00200
4008 105 00350	379-00350
4008 105 00360	379-00360
4008 105 00800	379-PTV00800
4008 105 00810	379-PTV00810
4008 105 00850	379-PTV00850
4008 105 00860	379-PTV00860
4008 105 00870	379-PTV00870
4008 105 01010	379-PTV01010
4008 105 01190	379-01190
4008 105 01290	379-01290
4008 105 01350	379-PTV01350
4008 105 01910	371-PTV01910
4008 105 02310	379-PTV02310
4008 105 02320	379-PTV02320
4008 105 02330	379-PTV02330
4008 105 02340	379-PTV02340
4008 105 02350	371-02350
4008 105 02360	371-02360
4008 105 02370	371-02370
4008 105 02380	371-02380
4008 105 02570	379-PTV02570
4008 105 02620	375-02620
4008 105 03490	379-03490
4008 105 04190	379-PTV04190
4008 105 04300	379-PTV04300
4008 105 25060	663-335
4008 105 87860	379-PTV87860
4008 105 87880	379-PTV87880
4008 105 87890	379-PTV87890
4008 105 87940	379-PTV87940
4008 105 87950	379-PTV87950
4008 105 87970	379-PTV87970
4008 105 88000	379-88000
4008 105 88020	379-PTV88020
4008 105 88030	379-PTV88030
4008 105 88090	379-PTV88090
4008 105 88100	379-88100
4008 105 88110	379-88110
4008 105 88160	379-88160
4008 105 88170	379-88170
4008 105 88180	379-88180
4008 105 88200	379-PTV88200
4008 105 88230	379-PTV88230
4008 105 88240	379-PTV88240
4008 105 88250	379-PTV88250
4008 105 88520	379-PTV88520
4008 105 88550	379-88550
4008 105 88580	379-PTV88580
4008 105 88610	379-PTV88610
4008 105 88640	379-PTV88640
4008 105 88650	379-PTV88650
4008 105 88670	379-PTV88670
4008 105 88890	379-PTV88890
4008 105 88900	379-PTV88900
4008 105 88910	379-PTV88910
4008 105 88920	379-PTV88920
4008 105 88940	379-88940
4008 105 88950	379-PTV88950
4008 105 89380	371-WZT3001
4008 105 89530	379-PTV89530
4008 105 89750	379-PTV89750
4008 105 89760	379-PTV89760
4008 105 89770	379-PTV89770
4008 105 89820	371-89820
4008 105 89830	371-89830
4008 105 89890	371-89890
4008 105 89900	375-89900
4008 105 89950	379-PTV89950
4008 105 90190	180-KK501
4008 105 90680	425-SRA11H
4008 105 90840	409-M10L
4008 105 90880	298-71001
4008 105 91350	421-205S24
4008 105 91410	453-M4T28
4008 106 82760	035-PTV82760
4008 106 82890	035-PTV82890
4008 106 83110	035-PTV83110
4008 107	371-PTV45
4008 107 20970	105-1233
4008 107 25150	349-KNITTER
4008 107 25280	105-AT3469
4008 107 25460	105-25460
4008 107 25470	160-PTV25470
4008 107 25520	365-PTV25520
4008 107 30190	160-PTV30190
4008 107 30210	160-PTV30210
4008 107 30320	160-30320
4008 107 35330	160-PTV35330
4008 107 35520	160-35520
4008 107 35550	160-35550
4008 107 35620	160-PTV35620
4008 107 35710	107-0251
4008 107 36020	160-PTV36020
4008 107 36160	160-36160
4008 107 36210	160-PTV36210
4008 107 36260	160-PTV36260
4008 107 36320	160-36320
4008 107 36490	160-36490
4008 107 45210	211-0000701E
4008 107 45220	211-0000702E
4008 107 45230	211-0000703E
4008 107 45240	211-0000704E
4008 107 45250	371-PTV45250
4008 107 45260	211-0000706E
4008 107 45310	371-PTV45310
4008 107 45390	371-PTV45390
4008 107 45520	371-PTV45520
4008 107 45530	371-PTV45530
4008 107 45540	371-PTV45540
4008 107 45550	371-PTV45550
4008 107 45580	371-PTV45580
4008 107 45590	371-PTV45590
4008 107 45600	371-PTV45600
4008 107 45610	371-PTV45610
4008 107 45620	371-PTV45620
4008 107 46060	211-0000501E
4008 107 46070	211-0000502E
4008 107 46080	211-0000503E
4008 107 46090	211-0000504E
4008 107 55310	160-PTV55310
4008 107 55650	160-PTV55650
4008 107 55670	160-PTV55670
4008 107 56190	160-PTV56190
4008 107 56240	160-PTV56240
4008 107 56250	160-56250
4008 107 56330	160-PTV56330
4008 107 56460	160-56460
4008 107 56480	160-PTV56480
4008 107 56560	160-PTV56560
4008 107 56590	160-PTV56590
4008 107 57290	160-PTV57290
4008 107 57300	160-PTV57300
4008 107 57330	160-57330
4008 107 57420	160-PTV57420
4008 107 57450	160-PTV57450
4008 107 57460	160-PTV57460
4008 107 57510	160-57510
4008 107 57570	160-PTV57570
4008 107 57980	160-PTV57980
4008 107 57990	160-PTV57990
4008 107 58090	160-PTV58090
4008 107 58120	107-552634
4008 107 58130	160-58130
4008 107 58170	160-PTV58170
4008 107 58240	160-58240
4008 107 58310	160-PTV58310
4008 107 58370	160-PTV58370
4008 107 58690	160-PTV58690
4008 107 58700	160-PTV58700
4008 107 59060	160-59060
4008 107 59200	160-59200
4008 107 76820	160-PTV76820
4008 107 77710	160-PTV77710
4008 107 77720	160-PTV77720
4008 107 77990	160-77990
4008 107 78010	160-78010
4008 107 78210	160-78210
4008 107 78280	160-PTV78280
4008 107 78440	160-PTV78440
4008 107 78480	160-78480
4008 107 78670	160-PTV78670
4008 107 78680	160-PTV78680
4008 107 78700	160-PTV78700
4008 107 78720	160-PTV78720
4008 107 78790	160-78790
4008 107 78800	160-78800
4008 107 78980	160-PTV78980
4008 107 79020	160-PTV79020
4008 107 79080	160-PTV79080
4008 107 79100	160-PTV79100
4008 107 79180	160-PTV79180
4008 107 79250	160-PTV79250
4008 107 79310	160-PTV79310
4008 107 79500	160-PTV79500
4008 107 79550	160-PTV79550
4008 107 79590	160-PTV79590
4008 107 79660	160-PTV79660
4008 107 79690	160-PTV79690
4008 107 79800	160-PTV79800
4008 107 79860	160-PTV79860
4008 107 79960	160-PTV79960
4008 107 79970	160-79970
4008 107 81210	160-PTV81210
4008 107 90840	105-2581
4008 107 90870	160-PTV90870
4008 107 90890	105-2582
4008 107 98680	199-10798680
4008 108 01030	105-040
4008 108 02160	160-PTV02160
4008 108 02560	165-02560
4008 108 02650	160-PTV02650
4008 108 03250	165-03250
4008 108 03380	160-PTV03380
4008 108 03470	160-PTV03470
4008 108 03540	369-132820
4008 108 03570	160-PTV03570
4008 108 03650	160-PTV03650
4008 108 03660	160-PTV03660
4008 108 03670	160-PTV03670
4008 108 03680	160-PTV03680
4008 108 03690	160-PTV03690
4008 108 03740	160-PTV03740
4008 108 04850	160-PTV04850
4008 108 50890	160-PTV50890
4008 108 54410	160-PTV54410
4008 108 96680	SMD-PTV22
4008 108 97630	850-PTV10
4008 108 97640	850-PTV11
4008 108 97650	850-PTV12
4008 108 97660	850-PTV13
4008 108 97670	850-PTV14
4008 109 72080	850-PTV17
4008 109 73350	850-PTV235
4008 109 80690	850-PTV15
4008 109 82520	SMD-PTV207
4008 109 82530	SMD-PTV208
4008 109 82540	SMD-PTV168
4008 109 83050	850-PTV202
4008 109 83110	SMD-PTV209
4008 109 83590	850-PTV122
4008 109 83890	SMD-PTV203
4008 109 84190	SMD-PTV21
4008 109 84200	SMD-PTV188
4008 109 84650	SMD-PTV145
4008 109 84680	SMD-PTV77
4008 109 85110	SMD-PTV124
4008 109 85660	SMD-PTV165
4008 109 85690	SMD-PTV164
4008 109 85960	SMD-PTV161
4008 117	199-117
4008 117 02780	199-11702780
4008 117 02800	199-11702800
4008 117 02810	199-11702810
4008 117 02820	199-11702820
4008 117 02830	199-11702830
4008 117 02840	199-11702840
4008 117 02850	199-11702850
4008 117 02860	199-11702860
4008 117 02870	198-11702870
4008 117 02880	199-11702880
4008 117 02890	199-11702890
4008 117 02920	199-11702920
4008 117 02930	199-11702930
4008 117 02940	199-11702940
4008 117 03020	199-11703020
4008 117 03200	199-11703200
4008 117 03210	199-11703210
4008 117 03220	199-11703220
4008 117 03350	199-11703350
4008 117 03390	199-11703390
4008 117 03470	199-11703470
4008 117 03530	199-11703530
4008 117 03570	199-11703570
4008 117 03580	199-11703580
4008 117 03600	199-PTV80
4008 117 03610	199-11703610
4008 117 03630	199-11703630
4008 117 03650	198-11703650
4008 117 03660	198-11703660
4008 117 03670	199-11703670
4008 117 03680	199-PTV08
4008 117 03700	198-11703700
4008 117 03710	198-11703710
4008 117 03720	198-11703720
4008 117 03730	198-11703730
4008 117 03790	199-11703790
4008 117 03800	199-11703800
4008 117 03810	199-11703810
4008 117 03820	199-11703820
4008 117 03840	199-11703840
4008 117 04000	199-11704000
4008 117 04010	199-11704010
4008 117 04020	199-11704020
4008 117 04030	198-11704030
4008 117 04080	199-11704080
4008 117 04150	198-11704150
4008 117 04200	199-11704200
4008 117 04210	199-11704210
4008 117 04310	199-11704310
4008 117 04320	199-11704320
4008 117 04360	199-11704360
4008 117 04400	199-11704400
4008 117 04410	199-11704410
4008 117 04420	199-11704420
4008 117 04500	199-PTV81
4008 117 04610	199-PTV82
4008 117 04620	199-11704620
4008 117 04630	199-11704630
4008 117 04640	199-11704640
4008 117 04650	199-11704650
4008 117 04670	199-PTV84
4008 117 04730	199-11704730
4008 117 04740	199-PTV83
4008 117 04770	199-11704770
4008 117 04840	199-11704840
4008 117 04860	199-11704860
4008 117 04870	199-11704870
4008 117 04880	199-11704880
4008 117 04910	199-11704910
4008 117 04970	199-11704970
4008 117 04990	198-11704990
4008 117 05050	199-11705050
4008 117 05070	199-11705070
4008 117 05150	199-11705150
4008 117 05160	199-11705160
4008 117 05170	199-11705170
4008 117 05180	199-11705180
4008 117 05190	199-11705190
4008 117 05200	199-11705200
4008 117 05220	198-11705220
4008 117 05260	199-11705260
4008 117 05270	199-11705270
4008 117 05300	199-11705300
4008 117 05340	199-11705340
4008 117 05360	198-11705360
4008 117 05400	199-11705400
4008 117 05410	199-11705410
4008 117 05560	199-11705560
4008 117 05600	199-11705600
4008 117 05660	199-11705660
4008 117 05680	199-11705680
4008 117 05760	199-11705760
4008 117 05770	199-11705770
4008 117 05780	199-11705780
4008 117 05840	199-11705840
4008 117 05940	199-11705940
4008 117 05960	199-11705960
4008 117 05970	199-11705970
4008 117 05980	199-11705980
4008 117 06000	198-11706000
4008 117 06010	199-11706010
4008 117 06020	198-11706020
4008 117 06060	198-11706060
4008 117 06100	199-11706100
4008 117 06110	199-11706110
4008 117 06130	199-11706130
4008 117 06160	199-11706160
4008 117 06210	199-11706210
4008 117 06250	199-11706250
4008 117 06370	198-11706370
4008 117 06380	198-11706380
4008 117 06460	198-11706460
4008 117 06470	198-11706470
4008 117 06610	199-11706610
4008 117 06640	198-11706644
4008 117 06650	198-11706650
4008 117 06680	198-11706680
4008 117 06840	199-PTV79
4008 117 06850	198-11706850
4008 117 06860	198-11706860
4008 117 06880	198-11706880
4008 117 06900	198-11706900
4008 117 06920	198-11706920
4008 117 06960	198-11706960
4008 117 06970	198-11706970
4008 119 20570	199-11920570
4008 119 20600	199-11920600
4008 119 20850	199-11920850
4008 119 20860	199-11920860
4008 119 21420	199-11921420
4008 119 21550	199-11921550
4008 119 21710	199-11921710
4008 119 21720	199-11921720
4008 119 21770	199-11921770
4008 119 21780	199-11921780
4008 119 30290	285-30290
4008 119 30300	285-30300
4008 119 30920	160-PTV30920
4008 127 01480	160-01480
4008 127 01500	160-01500
4008 127 01510	160-01510
4008 127 01550	160-01550
4008 127 02150	160-02150
4008 127 03290	160-PTV03290
4008 127 03300	160-PTV03300
4008 127 04030	160-PTV04030
4008 127 77450	160-77450
4008 127 77460	160-PTV77460
4008 127 77470	160-PTV77470
4008 127 77500	160-PTV77500
4008 127 77510	160-77510
4008 127 77520	160-77520
4022 006 58510	165-58510
4022 006 58710	165-58710
4022 007 45420	160-PTV45420
4022 100 22330	160-PTV22330
4022 102 38400	160-PTV38400
4022 242 02310	160-PTV02310
4022 242 09090	160-PTV09090
4022 242 12460	160-PTV12460
4022 369 70760	383-TFE3015
4022 863 42910	160-42910
4022 867 74140	160-PTV74140
4312 020 31060	291-31060
4312 020 36640	281-36640
4322 020 34400	291-3440
4322 020 34420	291-34420
4322 021 33950	160-33950
4322 046 20080	165-SPINDEL
4322 047 00370	105-00370
4322 057 01010	281-01010
4322 057 01020	281-01020
4322 057 01080	281-01080
4322 057 01090	281-01090
4322 057 03310	281-03310
4322 057 03380	281-05703380
4322 057 03390	281-03390
4322 057 11030	281-05711030
4322 057 13320	281-13320
4322 143 04100	299-66000
4322 143 04150	299-650001
4322 143 05360	299-658240
4322 191 10000	298-7100
8208 110 00300	343-00300
8208 110 00440	281-00440
8208 110 00470	425-AD539
8208 110 00480	439-MC145152
8208 110 00530	343-TSS21
8208 110 00560	375-FSP21A
8208 110 00570	251-3225
8208 110 00580	251-1336
8208 110 00620	256-5104
8208 110 00690	313-1061
8208 110 00740	343-00740
8208 110 00850	439-7218
8208 110 00860	401-3081
8208 110 00890	439-4812
8208 110 00910	425-MB504
8208 110 00920	239-00920
8208 110 01070	341-RBP12112
8208 110 01090	444-138
8208 110 01100	407-HLMP0301
8208 110 01110	407-HLMP0401
8208 110 01120	407-HLMP0504
8208 110 01270	425-TDC1012
8208 110 01300	313-504606
8208 110 01600	581-7101
8208 110 01690	581-722
8208 110 01710	319-01710
8208 110 01720	439-MAX222
8208 110 01730	742-4053-2
8208 110 01740	713-BCY87
8208 110 01750	725-CF70091
8208 110 01760	160-FK224
8222 206 33900	105-LAMPE-GL11
9322 004 73682	425-AD7537
9322 005 84682	701-BA885
9322 012 31682	425-TA8662
9322 022 37682	751-XC2064
9322 027 08682	425-MAX500
9322 030 86682	425-SSM2142
9322 031 71682	421-072
9322 031 72682	421-TL074
9322 033 12682	421-2020
9322 033 44682	425-MAX170
9322 047 96682	425-AD827
9322 054 06682	439-377
9322 054 07682	421-LMC662
9322 061 57682	739-GS9005
9322 061 58682	739-GS9000
9322 061 59682	739-GS9007
9322 061 60682	725-EL4581
9322 065 21682	425-DG611
9322 065 23682	451-DS80C320
9322 065 24682	444-Q573
9322 065 27682	451-MK48Z08
9322 065 46682	425-DG613
9322 066 96682	425-TL026
9330 127 70113	401-BAX12
9330 634 20112	413-BF199
9330 921 11215	713-BFS20
9330 989 90215	701-BAW56
9330 990 00215	713-BSV52
9331 012 20113	401-BAW62
9331 176 70113	403-03V31
9331 176 90113	403-03V91
9331 177 10113	403-04V71
9331 177 20113	403-05V11
9331 177 30113	403-05V61
9331 177 40113	403-06V21
9331 177 50113	403-06V82
9331 177 60113	403-0075
9331 177 70113	403-08V2C
9331 177 80113	403-09V11
9331 178 30113	403-15VA
9331 179 00113	403-30V1
9331 179 30113	403-39V1
9331 179 90113	403-0680
9331 331 70112	419-BSV79
9331 331 90112	419-BSV81
9331 373 90215	703-05V1
9331 374 10215	703-06V2
9331 374 50215	703-09V1
9331 374 80215	703-12V
9331 491 80112	413-327
9331 492 00112	413-337
9331 634 84215	719-BFR30
9331 669 10113	403-15V1
9331 669 60113	403-24V2
9331 677 40112	413-4501
9331 795 30112	413-BC3271
9331 849 10215	701-70
9331 849 20215	717-BBY31
9331 892 00113	401-BAV20
9331 892 10113	401-BAV21
9331 905 20112	419-BF256
9331 905 60112	413-BC264
9331 970 60113	406-BZV11
9331 976 30112	413-BC547B
9332 026 20112	413-557
9332 110 51682	421-7805
9332 153 70215	701-99
9332 155 30112	413-2N5551
9332 233 10112	421-LM3111
9332 395 00602	425-NE521
9332 593 60112	413-BF423
9332 754 40112	413-2N5401
9332 759 70682	432-154
9332 775 70112	441-4001_1
9332 775 90112	441-40113
9332 776 10112	441-4013
9332 776 20112	441-4017_1
9332 824 20112	441-4051_1
9332 824 30112	441-4052
9332 824 60112	441-4020_1
9332 826 00112	441-4018
9332 826 10112	441-4022
9332 826 60112	441-40531
9332 827 40112	441-4030
9332 870 60112	432-26
9332 872 20112	432-86
9332 966 50112	441-4066
9332 966 70112	441-4043
9332 967 40112	441-4104
9333 182 80113	401-BB405B
9333 243 20112	441-4516
9333 243 30112	441-4528
9333 343 60112	441-40161
9333 477 40112	713-BFT93
9333 485 60112	425-LM339
9333 729 40652	741-4051
9333 729 60112	741-4053
9333 878 80112	419-SCR151
9333 935 10602	421-LM358N
9334 067 10652	441-4517
9334 107 50215	719-BSR57
9334 276 70602	425-NE5534
9334 372 20682	421-LM317
9334 395 10602	439-NE587
9334 471 30682	439-8212
9334 500 90112	413-PH2369
9334 632 90112	401-BA482
9334 642 80602	432-378
9334 771 00602	421-5533
9334 888 40602	425-NE5539
9334 946 40112	415-11
9334 952 60682	421-LF353
9334 987 80682	421-CA3130
9335 001 80112	401-BYV95
9335 004 90682	425-AD7533
9335 023 40682	421-CA3080
9335 053 10215	701-BBY40
9335 084 00215	713-BSR16
9335 148 30112	411-CNX35
9335 154 20113	401-BB809
9335 157 30682	439-ICL7107
9335 183 20682	421-79L05
9335 219 20112	413-BFR90A
9335 219 80112	413-BFQ23
9335 219 90112	413-BFQ32
9335 266 50602	425-NE5532
9335 296 90112	411-CQY58A
9335 305 60682	421-LM337
9335 321 40112	413-2N3866
9335 394 50112	713-BFR91
9335 394 60112	413-BFR96S
9335 435 10112	401-BYV272
9335 499 00682	421-LM78L05
9335 500 20212	701-BRY62
9335 515 70215	713-BFR93
9335 535 90113	401-BYV28
9335 593 40682	407-TLR124
9335 593 70682	407-3G6
9335 594 00682	407-TLY124
9335 671 90112	441-40245
9335 716 30112	421-5517
9335 845 40682	434-00
9335 855 80682	432-629
9335 896 30215	713-847
9335 897 90215	713-858
9336 008 20112	439-SAA1043
9336 008 30112	439-SAA1044
9336 056 80682	421-LM3171
9336 057 90682	409-HDSP5501
9336 088 50112	413-BFQ34
9336 238 60112	439-SAA1300
9336 247 30113	401-BAT81
9336 247 60113	401-BAT85
9336 286 90215	713-BC859
9336 412 10682	434-112
9336 419 40682	439-AD589
9336 498 90682	439-75160
9336 499 00682	439-75161
9336 508 70112	419-BS170
9336 508 80112	419-BS250
9336 535 00112	401-BYV26
9336 559 60602	721-LM339
9336 560 40602	721-NE521
9336 645 60602	425-DAC08
9336 687 50112	442-00
9336 687 60112	442-02
9336 687 70112	442-04
9336 687 80112	442-08
9336 687 90112	442-10
9336 688 00112	442-11
9336 688 20112	442-27
9336 688 30112	442-32
9336 688 70112	442-861
9336 690 10112	442-041
9336 690 30112	442-132
9336 690 50112	442-164
9336 691 30112	442-74
9336 692 60112	442-109
9336 692 90112	442-138
9336 693 00112	442-139
9336 693 30112	442-153
9336 693 40112	442-157
9336 693 60112	442-160
9336 693 70112	442-161
9336 694 00112	442-165
9336 694 10112	442-166
9336 694 20112	442-173
9336 694 30112	442-174
9336 694 40112	442-175
9336 694 60112	442-191
9336 694 80112	442-1931
9336 695 30112	442-251
9336 695 50112	442-257
9336 696 00112	442-367
9336 696 10112	442-368
9336 696 80112	442-4017
9336 697 00112	442-4040
9336 697 20112	442-4049
9336 697 40112	442-4051
9336 697 50112	442-4052
9336 697 60112	442-4053
9336 697 70112	442-4060
9336 698 20112	442-4518
9336 698 30112	442-4520
9336 698 40112	442-4538
9336 698 60112	442-670
9336 705 40112	442-244
9336 706 90112	442-573
9336 707 00112	442-574
9336 777 30112	413-BFQ66
9336 814 30112	413-BSD214
9336 994 60115	704-05V6
9337 060 60112	453-PCF8574P
9337 105 30112	413-BST72
9337 133 60112	742-00
9337 133 80112	742-74
9337 134 00112	742-138
9337 140 00112	742-041
9337 140 30112	742-86
9337 142 70112	742-08
9337 143 00112	742-20
9337 143 10112	742-32
9337 145 10112	742-160
9337 147 80112	742-4040
9337 148 30112	742-4052
9337 148 40112	742-4053
9337 149 00112	742-4520
9337 149 10112	742-4538
9337 155 20112	742-574
9337 203 30682	721-TL072
9337 326 70112	451-80C31
9337 422 90215	701-BAT74
9337 481 50682	401-ESJA52
9337 497 30682	421-LM3372
9337 506 30682	425-7528
9337 572 80112	442-283
9337 574 00112	442-4059
9337 622 60682	401-KBP02
9337 628 20682	409-HLMP2620
9337 639 80115	713-PXT3904
9337 639 90115	713-PXT3906
9337 681 30112	453-PCF8591
9337 688 60602	434-174
9337 716 30682	413-BF979
9337 812 30682	421-L296
9337 947 10602	434-161
9337 948 60602	434-283
9337 950 80602	434-574
9338 018 60682	421-LM3046
9338 095 40112	442-4046
9338 218 20115	713-PXT2222A
9338 427 80682	425-MSA0404
9338 512 70682	753-DAC08
9338 517 00112	439-84C00
9338 652 80112	439-PCF8583P
9338 653 70682	439-MAX232
9338 745 90682	421-5320
9338 909 60113	403-01V4
9338 909 70153	403-02V0
9338 915 80682	415-321
9338 945 10127	401-BYV143
9339 051 70112	425-TDA8702
9339 074 10682	721-LF353
9339 199 20115	713-BFG97
9339 265 80682	445-00
9339 539 30682	425-LM1881
9339 553 90127	415-BUK456
9339 670 40682	421-1070
9339 744 80682	439-MAX693
9339 799 90682	721-LM317
9339 800 00682	721-337
9339 813 80112	425-TDA3845
9339 817 20602	453-SCC2692
9339 990 90602	434-06
9340 001 80115	713-BFG31
9340 267 50215	701-BAS70-07
9340 372 00115	701-BYG90-90
9350 243 10112	453-80C313
9350 244 80112	425-TDA9820
9350 275 40602	439-ABT245
9350 319 00112	439-PCA8510
9350 411 20112	425-TDA1547
9351 954 30551	425-TDA1373
9390 261 90002	367-56364
9390 272 20002	367-56360
9390 280 70112	160-56359D
9390 298 30008	305-BASE55595
9922 520 00323	299-6640
	
