11:44:28,-000000016,0000003980,05,1,1,Valid lock
11:44:38,-000000018,0000003990,05,1,1,Valid lock
11:44:48,-000000018,0000004000,05,1,1,Valid lock
11:44:58,-000000004,0000004010,05,1,1,Valid lock
11:45:08,0000000006,0000004020,05,1,1,Valid lock
11:45:18,0000000006,0000004030,05,1,1,Valid lock
11:45:28,0000000006,0000004040,05,1,1,Valid lock
11:45:38,0000000008,0000004050,05,1,1,Valid lock
11:45:48,0000000010,0000004060,05,1,1,Valid lock
11:45:59,0000000016,0000004071,05,1,1,Valid lock
11:46:09,0000000020,0000004081,05,1,1,Valid lock
11:46:19,0000000012,0000004091,05,1,1,Valid lock
11:46:29,0000000012,0000004101,05,1,1,Valid lock
11:46:39,0000000008,0000004111,05,1,1,Valid lock
11:46:49,0000000008,0000004121,05,1,1,Valid lock
11:46:59,0000000004,0000004131,05,1,1,Valid lock
11:47:09,0000000006,0000004141,05,1,1,Valid lock
11:47:19,0000000010,0000004151,05,1,1,Valid lock
11:47:29,0000000012,0000004161,05,1,1,Valid lock
11:47:39,0000000010,0000004171,05,1,1,Valid lock
11:47:49,0000000008,0000004181,05,1,1,Valid lock
11:47:59,0000000008,0000004191,05,1,1,Valid lock
11:48:09,0000000014,0000004201,05,1,1,Valid lock
11:48:19,0000000010,0000004211,05,1,1,Valid lock
11:48:29,-000000006,0000004221,05,1,1,Valid lock
11:48:40,-000000016,0000004232,05,1,1,Valid lock
11:48:50,-000000016,0000004242,05,1,1,Valid lock
11:49:00,-000000010,0000004252,05,1,1,Valid lock
11:49:10,-000000006,0000004262,05,1,1,Valid lock
11:49:20,-000000008,0000004272,05,1,1,Valid lock
11:49:30,-000000008,0000004282,05,1,1,Valid lock
11:49:40,-000000012,0000004292,05,1,1,Valid lock
11:49:50,-000000012,0000004302,05,1,1,Valid lock
11:50:00,-000000008,0000004312,05,1,1,Valid lock
11:50:10,-000000012,0000004322,05,1,1,Valid lock
11:50:20,-000000010,0000004332,05,1,1,Valid lock
11:50:30,-000000008,0000004342,05,1,1,Valid lock
11:50:40,-000000010,0000004352,05,1,1,Valid lock
11:50:50,-000000012,0000004362,05,1,1,Valid lock
11:51:00,-000000008,0000004372,05,1,1,Valid lock
11:51:10,0000000000,0000004382,05,1,1,Valid lock
11:51:20,0000000012,0000004392,05,1,1,Valid lock
11:51:30,0000000020,0000004402,05,1,1,Valid lock
11:51:40,0000000020,0000004412,05,1,1,Valid lock
11:51:51,0000000026,0000004423,05,1,1,Valid lock
11:52:01,0000000026,0000004433,05,1,1,Valid lock
11:52:11,0000000022,0000004443,05,1,1,Valid lock
11:52:21,0000000018,0000004453,05,1,1,Valid lock
11:52:31,0000000014,0000004463,05,1,1,Valid lock
11:52:41,0000000008,0000004473,05,1,1,Valid lock
11:52:51,0000000010,0000004483,05,1,1,Valid lock
11:53:01,0000000014,0000004493,05,1,1,Valid lock
11:53:11,0000000010,0000004503,05,1,1,Valid lock
11:53:21,0000000010,0000004513,05,1,1,Valid lock
11:53:31,0000000010,0000004523,05,1,1,Valid lock
11:53:41,0000000010,0000004533,05,1,1,Valid lock
11:53:51,0000000008,0000004543,05,1,1,Valid lock
11:54:01,-000000006,0000004553,05,1,1,Valid lock
11:54:11,-000000014,0000004563,05,1,1,Valid lock
11:54:21,-000000016,0000004573,05,1,1,Valid lock
11:54:31,-000000012,0000004583,05,1,1,Valid lock
11:54:42,-000000016,0000004594,05,1,1,Valid lock
11:54:52,-000000018,0000004604,05,1,1,Valid lock
11:55:02,-000000016,0000004614,05,1,1,Valid lock
11:55:12,-000000010,0000004624,05,1,1,Valid lock
11:55:22,-000000002,0000004634,05,1,1,Valid lock
11:55:32,0000000004,0000004644,05,1,1,Valid lock
11:55:42,0000000000,0000004654,05,1,1,Valid lock
11:55:52,-000000004,0000004664,05,1,1,Valid lock
11:56:02,0000000000,0000004674,05,1,1,Valid lock
11:56:12,0000000004,0000004684,05,1,1,Valid lock
11:56:22,0000000000,0000004694,05,1,1,Valid lock
11:56:32,-000000008,0000004704,05,1,1,Valid lock
11:56:42,-000000010,0000004714,05,1,1,Valid lock
11:56:52,-000000004,0000004724,05,1,1,Valid lock
11:57:02,-000000002,0000004734,05,1,1,Valid lock
11:57:12,0000000000,0000004744,05,1,1,Valid lock
11:57:23,0000000002,0000004755,05,1,1,Valid lock
11:57:33,0000000006,0000004765,05,1,1,Valid lock
11:57:43,0000000006,0000004775,05,1,1,Valid lock
11:57:53,0000000014,0000004785,05,1,1,Valid lock
11:58:03,0000000016,0000004795,05,1,1,Valid lock
11:58:13,0000000020,0000004805,05,1,1,Valid lock
11:58:23,0000000024,0000004815,05,1,1,Valid lock
11:58:33,0000000030,0000004825,05,1,1,Valid lock
11:58:43,0000000028,0000004835,05,1,1,Valid lock
11:58:53,0000000028,0000004845,05,1,1,Valid lock
11:59:03,0000000028,0000004855,05,1,1,Valid lock
11:59:13,0000000028,0000004865,05,1,1,Valid lock
11:59:23,0000000024,0000004875,05,1,1,Valid lock
11:59:33,0000000018,0000004885,05,1,1,Valid lock
11:59:44,0000000014,0000004896,05,1,1,Valid lock
11:59:54,0000000012,0000004906,05,1,1,Valid lock
12:00:04,0000000012,0000004916,05,1,1,Valid lock
12:00:14,0000000010,0000004926,05,1,1,Valid lock
12:00:24,0000000010,0000004936,05,1,1,Valid lock
12:00:34,0000000008,0000004946,05,1,1,Valid lock
12:00:44,0000000006,0000004956,05,1,1,Valid lock
12:00:54,0000000008,0000004966,05,1,1,Valid lock
12:01:04,0000000008,0000004976,05,1,1,Valid lock
12:01:14,0000000008,0000004986,05,1,1,Valid lock
12:01:24,0000000006,0000004996,05,1,1,Valid lock
12:01:34,0000000004,0000005006,05,1,1,Valid lock
12:01:44,-000000002,0000005016,05,1,1,Valid lock
12:01:54,0000000000,0000005026,05,1,1,Valid lock
12:02:04,0000000000,0000005036,05,1,1,Valid lock
12:02:14,0000000000,0000005046,05,1,1,Valid lock
12:02:24,0000000000,0000005056,05,1,1,Valid lock
12:02:34,0000000002,0000005066,05,1,1,Valid lock
12:02:44,0000000002,0000005076,05,1,1,Valid lock
12:02:55,-000000002,0000005087,05,1,1,Valid lock
12:03:05,-000000002,0000005097,05,1,1,Valid lock
12:03:15,-000000002,0000005107,05,1,1,Valid lock
12:03:25,-000000002,0000005117,05,1,1,Valid lock
12:03:35,-000000002,0000005127,05,1,1,Valid lock
12:03:45,0000000002,0000005137,05,1,1,Valid lock
12:03:55,0000000000,0000005147,05,1,1,Valid lock
12:04:05,0000000000,0000005157,05,1,1,Valid lock
12:04:15,-000000002,0000005167,05,1,1,Valid lock
12:04:25,-000000002,0000005177,05,1,1,Valid lock
12:04:35,0000000002,0000005187,05,1,1,Valid lock
12:04:45,0000000006,0000005197,05,1,1,Valid lock
12:04:55,0000000002,0000005207,05,1,1,Valid lock
12:05:05,0000000004,0000005217,05,1,1,Valid lock
12:05:15,0000000010,0000005227,05,1,1,Valid lock
12:05:25,0000000012,0000005237,05,1,1,Valid lock
12:05:36,0000000022,0000005248,05,1,1,Valid lock
12:05:46,0000000030,0000005258,05,1,1,Valid lock
12:05:56,0000000022,0000005268,05,1,1,Valid lock
12:06:06,0000000016,0000005278,05,1,1,Valid lock
12:06:16,0000000012,0000005288,05,1,1,Valid lock
12:06:26,0000000012,0000005298,05,1,1,Valid lock
12:06:36,0000000012,0000005308,05,1,1,Valid lock
12:06:46,0000000014,0000005318,05,1,1,Valid lock
12:06:56,0000000016,0000005328,05,1,1,Valid lock
12:07:06,0000000018,0000005338,05,1,1,Valid lock
12:07:16,0000000020,0000005348,05,1,1,Valid lock
12:07:26,0000000024,0000005358,05,1,1,Valid lock
12:07:36,0000000028,0000005368,05,1,1,Valid lock
12:07:46,0000000032,0000005378,05,1,1,Valid lock
12:07:56,0000000032,0000005388,05,1,1,Valid lock
12:08:06,0000000030,0000005398,05,1,1,Valid lock
12:08:16,0000000026,0000005408,05,1,1,Valid lock
12:08:26,0000000022,0000005418,05,1,1,Valid lock
12:08:36,0000000020,0000005428,05,1,1,Valid lock
12:08:47,0000000012,0000005439,05,1,1,Valid lock
12:08:57,0000000008,0000005449,05,1,1,Valid lock
12:09:07,0000000012,0000005459,05,1,1,Valid lock
12:09:17,0000000014,0000005469,05,1,1,Valid lock
12:09:27,0000000016,0000005479,05,1,1,Valid lock
12:09:37,0000000016,0000005489,05,1,1,Valid lock
12:09:47,0000000012,0000005499,05,1,1,Valid lock
12:09:57,0000000012,0000005509,05,1,1,Valid lock
12:10:07,0000000008,0000005519,05,1,1,Valid lock
12:10:17,0000000008,0000005529,05,1,1,Valid lock
12:10:27,0000000010,0000005539,05,1,1,Valid lock
12:10:37,0000000010,0000005549,05,1,1,Valid lock
12:10:47,0000000014,0000005559,05,1,1,Valid lock
12:10:57,0000000014,0000005569,05,1,1,Valid lock
12:11:07,0000000020,0000005579,05,1,1,Valid lock
12:11:17,0000000020,0000005589,05,1,1,Valid lock
12:11:27,0000000024,0000005599,05,1,1,Valid lock
12:11:37,0000000028,0000005610,05,1,1,Valid lock
12:11:48,0000000022,0000005620,05,1,1,Valid lock
12:11:58,0000000018,0000005630,05,1,1,Valid lock
12:12:08,0000000014,0000005640,05,1,1,Valid lock
12:12:18,0000000008,0000005650,05,1,1,Valid lock
12:12:28,0000000004,0000005660,05,1,1,Valid lock
12:12:38,0000000004,0000005670,05,1,1,Valid lock
12:12:48,0000000002,0000005680,05,1,1,Valid lock
12:12:58,0000000000,0000005690,05,1,1,Valid lock
12:13:08,0000000002,0000005700,05,1,1,Valid lock
12:13:18,-000000002,0000005710,05,1,1,Valid lock
12:13:28,0000000002,0000005720,05,1,1,Valid lock
12:13:38,-000000002,0000005730,05,1,1,Valid lock
12:13:48,0000000004,0000005740,05,1,1,Valid lock
12:13:58,0000000010,0000005750,05,1,1,Valid lock
12:14:08,0000000016,0000005760,05,1,1,Valid lock
12:14:18,0000000014,0000005770,05,1,1,Valid lock
12:14:28,0000000012,0000005780,05,1,1,Valid lock
12:14:39,0000000008,0000005791,05,1,1,Valid lock
12:14:49,0000000014,0000005801,05,1,1,Valid lock
12:14:59,0000000024,0000005811,05,1,1,Valid lock
12:15:09,0000000026,0000005821,05,1,1,Valid lock
12:15:19,0000000024,0000005831,05,1,1,Valid lock
12:15:29,0000000028,0000005841,05,1,1,Valid lock
12:15:39,0000000028,0000005851,05,1,1,Valid lock
12:15:49,0000000026,0000005861,05,1,1,Valid lock
12:15:59,0000000028,0000005871,05,1,1,Valid lock
12:16:09,0000000032,0000005881,05,1,1,Valid lock
12:16:19,0000000036,0000005891,05,1,1,Valid lock
12:16:29,0000000026,0000005901,05,1,1,Valid lock
12:16:39,0000000018,0000005911,05,1,1,Valid lock
12:16:49,0000000006,0000005921,05,1,1,Valid lock
12:16:59,0000000006,0000005931,05,1,1,Valid lock
12:17:09,0000000012,0000005941,05,1,1,Valid lock
12:17:19,0000000016,0000005951,05,1,1,Valid lock
12:17:29,0000000022,0000005961,05,1,1,Valid lock
12:17:40,0000000024,0000005972,05,1,1,Valid lock
12:17:50,0000000024,0000005982,05,1,1,Valid lock
12:18:00,0000000022,0000005992,05,1,1,Valid lock
12:18:10,0000000022,0000006002,05,1,1,Valid lock
12:18:20,0000000018,0000006012,05,1,1,Valid lock
12:18:30,0000000012,0000006022,05,1,1,Valid lock
12:18:40,0000000016,0000006032,05,1,1,Valid lock
12:18:50,0000000018,0000006042,05,1,1,Valid lock
12:19:00,0000000016,0000006052,05,1,1,Valid lock
12:19:10,0000000012,0000006062,05,1,1,Valid lock
12:19:20,0000000010,0000006072,05,1,1,Valid lock
12:19:30,0000000008,0000006082,05,1,1,Valid lock
12:19:40,0000000010,0000006092,05,1,1,Valid lock
12:19:50,0000000010,0000006102,05,1,1,Valid lock
12:20:01,0000000004,0000006113,05,1,1,Valid lock
12:20:11,-000000004,0000006123,05,1,1,Valid lock
12:20:21,-000000002,0000006133,05,1,1,Valid lock
12:20:31,0000000002,0000006143,05,1,1,Valid lock
12:20:41,0000000002,0000006153,05,1,1,Valid lock
12:20:51,-000000002,0000006163,05,1,1,Valid lock
12:21:01,0000000000,0000006173,05,1,1,Valid lock
12:21:11,-000000012,0000006183,05,1,1,Valid lock
12:21:21,-000000018,0000006193,05,1,1,Valid lock
