2280,0,2251,0,1943,0
2281,0,2252,0,1944,0
2282,0,2253,0,1945,0
2283,0,2254,0,1946,0
2284,0,2255,0,1947,0
2285,0,2256,0,1948,0
2286,0,2257,0,1949,0
2287,0,2258,0,1950,0
2288,0,2259,0,1951,0
2289,0,2260,0,1952,0
2290,0,2261,0,1953,0
2291,0,2262,0,1954,0
2292,0,2263,0,1955,0
2293,0,2264,0,1956,0
2294,0,2265,0,1957,0
2295,0,2266,0,1958,0
2296,0,2267,0,1959,0
2297,0,2268,0,1960,0
2298,0,2269,0,1961,0
2299,0,2270,0,1962,0
2300,0,2271,0,1963,0
2301,0,2272,0,1964,0
2302,0,2273,0,1965,0
2303,0,2274,0,1966,0
2304,0,2275,0,1967,0
2305,0,2276,0,1968,0
2306,0,2277,0,1969,0
2307,0,2278,0,1970,0
2308,0,2279,0,1971,0
2309,0,2280,0,1972,0
2310,0,2281,0,1973,0
2311,0,2282,0,1974,0
2312,0,2283,0,1975,0
2313,0,2284,0,1976,0
2314,0,2285,0,1977,0
2315,0,2286,0,1978,0
2316,0,2287,0,1979,0
2317,0,2288,0,1980,0
2318,0,2289,0,1981,0
2319,0,2290,0,1982,0
2320,0,2291,0,1983,0
2321,0,2292,0,1984,0
2322,0,2293,0,1985,0
2323,0,2294,0,1986,0
2324,0,2295,0,1987,0
2325,0,2296,0,1988,0
2326,0,2297,0,1989,0
2327,0,2298,0,1990,0
2328,0,2299,0,1991,0
2329,0,2300,0,1992,0
2330,0,2301,0,1993,0
2331,0,2302,0,1994,0
2332,0,2303,0,1995,0
2333,0,2304,0,1996,0
2334,0,2305,0,1997,0
2335,0,2306,0,1998,0
2336,0,2307,0,1999,0
2337,0,2308,0,2000,0
2338,0,2309,0,2001,0
2339,0,2310,0,2002,0
2340,0,2311,0,2003,0
2341,0,2312,0,2004,0
2342,0,2313,0,2005,0
2343,0,2314,0,2006,0
2344,0,2315,0,2007,0
2345,0,2316,0,2008,0
2346,0,2317,0,2009,0
2347,0,2318,0,2010,0
2348,0,2319,0,2011,0
2349,0,2320,0,2012,0
2350,0,2321,0,2013,0
2351,0,2322,0,2014,0
2352,0,2323,0,2015,0
2353,0,2324,0,2016,0
2354,0,2325,0,2017,0
2355,0,2326,0,2018,0
2356,0,2327,0,2019,0
2357,0,2328,0,2020,0
2358,0,2329,0,2021,0
2359,0,2330,0,2022,0
2360,0,2331,0,2023,0
2361,0,2332,0,2024,0
2362,0,2333,0,2025,0
2363,0,2334,0,2026,0
2364,0,2335,0,2027,0
2365,0,2336,0,2028,0
2366,0,2337,0,2029,0
2367,0,2338,0,2030,0
2368,0,2339,0,2031,0
2369,0,2340,0,2032,0
2370,0,2341,0,2033,0
2371,0,2342,0,2034,0
2372,0,2343,0,2035,2
2373,0,2344,0,2036,6
2374,0,2345,0,2037,41
2375,0,2346,1,2038,167
2376,1,2347,15,2039,321
2377,163,2348,469,2040,266
2378,683,2349,398,2041,216
2379,119,2350,146,2042,203
2380,513,2351,468,2043,205
2381,21,2352,3,2044,66
2382,0,2353,0,2045,7
2383,0,2354,0,2046,0
2384,0,2355,0,2047,0
2385,0,2356,0,2048,0
2386,0,2357,0,2049,0
2387,0,2358,0,2050,0
2388,0,2359,0,2051,0
2389,0,2360,0,2052,0
2390,0,2361,0,2053,0
2391,0,2362,0,2054,0
2392,0,2363,0,2055,0
2393,0,2364,0,2056,0
2394,0,2365,0,2057,0
2395,0,2366,0,2058,0
2396,0,2367,0,2059,0
2397,0,2368,0,2060,0
2398,0,2369,0,2061,0
2399,0,2370,0,2062,0
2400,0,2371,0,2063,0
2401,0,2372,0,2064,0
2402,0,2373,0,2065,0
2403,0,2374,0,2066,0
2404,0,2375,0,2067,0
2405,0,2376,0,2068,0
2406,0,2377,0,2069,0
2407,0,2378,0,2070,0
2408,0,2379,0,2071,0
2409,0,2380,0,2072,0
2410,0,2381,0,2073,0
2411,0,2382,0,2074,0
2412,0,2383,0,2075,0
2413,0,2384,0,2076,0
2414,0,2385,0,2077,0
2415,0,2386,0,2078,0
2416,0,2387,0,2079,0
2417,0,2388,0,2080,0
2418,0,2389,0,2081,0
2419,0,2390,0,2082,0
2420,0,2391,0,2083,0
2421,0,2392,0,2084,0
2422,0,2393,0,2085,0
2423,0,2394,0,2086,0
2424,0,2395,0,2087,0
2425,0,2396,0,2088,0
2426,0,2397,0,2089,0
2427,0,2398,0,2090,0
2428,0,2399,0,2091,0
2429,0,2400,0,2092,0
2430,0,2401,0,2093,0
2431,0,2402,0,2094,0
2432,0,2403,0,2095,0
2433,0,2404,0,2096,0
2434,0,2405,0,2097,0
2435,0,2406,0,2098,0
2436,0,2407,0,2099,0
2437,0,2408,0,2100,0
2438,0,2409,0,2101,0
