271,0,213,0,34,0
272,0,214,0,35,0
273,0,215,0,36,0
274,0,216,0,37,0
275,0,217,0,38,0
276,0,218,0,39,0
277,0,219,0,40,0
278,0,220,0,41,0
279,0,221,0,42,0
280,0,222,0,43,0
281,0,223,0,44,0
282,0,224,0,45,0
283,0,225,0,46,0
284,0,226,0,47,0
285,0,227,0,48,0
286,0,228,0,49,0
287,0,229,0,50,0
288,0,230,0,51,0
289,0,231,0,52,0
290,0,232,0,53,0
291,0,233,0,54,0
292,0,234,0,55,0
293,0,235,0,56,0
294,0,236,0,57,0
295,0,237,0,58,0
296,0,238,0,59,0
297,0,239,0,60,0
298,0,240,0,61,0
299,0,241,0,62,0
300,0,242,0,63,0
301,0,243,0,64,0
302,0,244,0,65,0
303,0,245,0,66,0
304,0,246,0,67,0
305,0,247,0,68,0
306,0,248,0,69,0
307,0,249,0,70,0
308,0,250,0,71,0
309,0,251,0,72,0
310,0,252,0,73,0
311,0,253,0,74,0
312,0,254,0,75,0
313,0,255,0,76,0
314,0,256,0,77,0
315,0,257,0,78,0
316,0,258,0,79,0
317,0,259,0,80,0
318,0,260,0,81,0
319,0,261,0,82,0
320,0,262,0,83,0
321,0,263,0,84,0
322,0,264,0,85,0
323,0,265,0,86,0
324,0,266,0,87,0
325,0,267,0,88,0
326,0,268,0,89,0
327,0,269,0,90,0
328,0,270,0,91,0
329,0,271,0,92,0
330,0,272,0,93,0
331,0,273,0,94,0
332,0,274,0,95,0
333,0,275,0,96,0
334,0,276,0,97,0
335,0,277,0,98,0
336,0,278,0,99,0
337,0,279,0,100,0
338,0,280,0,101,0
339,0,281,0,102,0
340,0,282,0,103,0
341,0,283,0,104,0
342,0,284,0,105,0
343,0,285,0,106,0
344,0,286,0,107,0
345,0,287,0,108,0
346,0,288,0,109,0
347,0,289,0,110,0
348,0,290,0,111,0
349,0,291,0,112,0
350,0,292,0,113,0
351,0,293,0,114,0
352,0,294,0,115,0
353,0,295,0,116,0
354,0,296,0,117,0
355,0,297,0,118,0
356,0,298,0,119,0
357,0,299,0,120,0
358,0,300,0,121,0
359,0,301,0,122,0
360,0,302,0,123,0
361,0,303,0,124,0
362,0,304,0,125,0
363,0,305,0,126,0
364,0,306,0,127,0
365,0,307,0,128,0
366,0,308,0,129,0
367,0,309,0,130,4
368,0,310,1,131,0
369,0,311,26,132,84
370,23,312,0,133,441
371,299,313,582,134,662
372,824,314,785,135,282
373,337,315,104,136,27
374,17,316,2,137,0
375,0,317,0,138,0
376,0,318,0,139,0
377,0,319,0,140,0
378,0,320,0,141,0
379,0,321,0,142,0
380,0,322,0,143,0
381,0,323,0,144,0
382,0,324,0,145,0
383,0,325,0,146,0
384,0,326,0,147,0
385,0,327,0,148,0
386,0,328,0,149,0
387,0,329,0,150,0
388,0,330,0,151,0
389,0,331,0,152,0
390,0,332,0,153,0
391,0,333,0,154,0
392,0,334,0,155,0
393,0,335,0,156,0
394,0,336,0,157,0
395,0,337,0,158,0
396,0,338,0,159,0
397,0,339,0,160,0
398,0,340,0,161,0
399,0,341,0,162,0
400,0,342,0,163,0
401,0,343,0,164,0
402,0,344,0,165,0
403,0,345,0,166,0
404,0,346,0,167,0
405,0,347,0,168,0
406,0,348,0,169,0
407,0,349,0,170,0
408,0,350,0,171,0
409,0,351,0,172,0
410,0,352,0,173,0
411,0,353,0,174,0
412,0,354,0,175,0
413,0,355,0,176,0
414,0,356,0,177,0
415,0,357,0,178,0
416,0,358,0,179,0
417,0,359,0,180,0
418,0,360,0,181,0
419,0,361,0,182,0
420,0,362,0,183,0
421,0,363,0,184,0
422,0,364,0,185,0
423,0,365,0,186,0
424,0,366,0,187,0
425,0,367,0,188,0
426,0,368,0,189,0
427,0,369,0,190,0
428,0,370,0,191,0
429,0,371,0,192,0
430,0,372,0,193,0
431,0,373,0,194,0
432,0,374,0,195,0
433,0,375,0,196,0
434,0,376,0,197,0
435,0,377,0,198,0
436,0,378,0,199,0
437,0,379,0,200,0
438,0,380,0,201,0
439,0,381,0,202,0
440,0,382,0,203,0
441,0,383,0,204,0
442,0,384,0,205,0
443,0,385,0,206,0
444,0,386,0,207,0
445,0,387,0,208,0
446,0,388,0,209,0
447,0,389,0,210,0
448,0,390,0,211,0
449,0,391,0,212,0
450,0,392,0,213,0
451,0,393,0,214,0
452,0,394,0,215,0
453,0,395,0,216,0
454,0,396,0,217,0
455,0,397,0,218,0
456,0,398,0,219,0
457,0,399,0,220,0
458,0,400,0,221,0
459,0,401,0,222,0
460,0,402,0,223,0
461,0,403,0,224,0
462,0,404,0,225,0
463,0,405,0,226,0
464,0,406,0,227,0
465,0,407,0,228,0
466,0,408,0,229,0
467,0,409,0,230,0
468,0,410,0,231,0
469,0,411,0,232,0
470,0,412,0,233,0
