Release 7.1.03i - par H.41
Copyright (c) 1995-2005 Xilinx, Inc.  All rights reserved.

#Mon Oct 10 17:19:29 2005

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       my_gt11_map.ncd
#OUTPUT FILE:      my_gt11_pad.csv
#PART TYPE:        xc4vfx20
#SPEED GRADE:      -12
#PACKAGE:          ff672
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,DCI Value,IO Register,Signal Integrity,
E10,,IOBM,IO_L21P_6,UNUSED,,6,,,,,,,,,,
E11,,LOWCAPIOB,IO_L25P_CC_LC_6,UNUSED,,6,,,,,,,,,,
E12,,,TDN_0,,,,,,,,,,,,,
E13,,LOWCAPIOB,IO_L4N_GC_VREF_LC_3,UNUSED,,3,,,,,,,,,,
E14,,,VCCO_3,,,3,,,,,2.50,,,,,
E15,,LOWCAPIOB,IO_L1N_GC_CC_LC_3,UNUSED,,3,,,,,,,,,,
E16,,IOBS,IO_L28N_VREF_5,UNUSED,,5,,,,,,,,,,
E17,,IOBM,IO_L18P_5,UNUSED,,5,,,,,,,,,,
E18,,IOBS,IO_L20N_VREF_5,UNUSED,,5,,,,,,,,,,
E19,,,GND,,,,,,,,,,,,,
E20,,LOWCAPIOB,IO_L8P_CC_LC_5,UNUSED,,5,,,,,,,,,,
E21,,IOBS,IO_L3N_5,UNUSED,,5,,,,,,,,,,
E22,,IOBM,IO_L3P_5,UNUSED,,5,,,,,,,,,,
E23,,IOBM,IO_L7P_5,UNUSED,,5,,,,,,,,,,
E24,,,VCCO_5,,,5,,,,,any******,,,,,
E25,,,GNDA_102,,,,,,,,,,,,,
E26,,,GNDA_102,,,,,,,,,,,,,
F1,,,VTRXB_113,,,,,,,,,,,,,
F2,,,GNDA_113,,,,,,,,,,,,,
F3,,IOBS,IO_L20N_VREF_6,UNUSED,,6,,,,,,,,,,
F4,,IOBS,IO_L16N_6,UNUSED,,6,,,,,,,,,,
F5,,,VCCAUX,,,,,,,,2.5,,,,,
F6,,,GND,,,,,,,,,,,,,
